airline,flightnumber,departureairport,arrivalairport,origindate,operationtime,departureorarrival,aircraftterminal,status,aircrafttype
AH,6171,AAE,ALG,2024-12-04,2024-12-04T10:00:00Z,Arrival,1,ONB,AT7
AH,6197,CZL,ALG,2024-12-04,2024-12-04T14:55:00Z,Arrival,1,SCT,AT7
AH,1010,ALG,ORY,2024-12-04,2024-12-04T09:10:00Z,Departure,4,SCT,738
SF,1969,CZL,ALG,2024-12-04,2024-12-04T15:25:00Z,Arrival,1,SCT,738
AH,1005,ORY,ALG,2024-12-04,2024-12-04T18:05:00Z,Arrival,4,SCT,330
XY,662,ALG,MED,2024-12-04,2024-12-04T17:35:00Z,Departure,1,SCT,333
AH,6179,AAE,ALG,2024-12-04,2024-12-04T21:45:00Z,Arrival,1,SCT,AT7
TK,652,ALG,IST,2024-12-04,2024-12-04T11:55:00Z,Departure,4,OFB,738
AH,1010,ALG,ORY,2024-12-04,2024-12-04T09:10:00Z,Departure,4,SCT,738
AH,5318,ALG,ABJ,2024-12-04,2024-12-04T20:00:00Z,Departure,4,SCT,738
SF,1684,ALG,GHA,2024-12-04,2024-12-04T12:00:00Z,Departure,1,OFB,DH2
QR,1379,DOH,ALG,2024-12-04,2024-12-04T13:31:00Z,Arrival,4,SCT,330
VY,7990,ALG,MRS,2024-12-04,2024-12-04T11:20:00Z,Departure,4,SCT,320
AH,6006,ALG,AAE,2024-12-04,2024-12-04T19:15:00Z,Departure,1,SCT,738
AH,6039,BLJ,ALG,2024-12-03,2024-12-03T18:59:00Z,Arrival,1,ONB,AT7
TK,655,IST,ALG,2024-12-03,2024-12-03T22:14:00Z,Arrival,4,LAN,737
AH,1172,ALG,MLH,2024-12-04,2024-12-04T11:30:00Z,Departure,4,SCT,738
AH,5010,ALG,DSS,2024-12-04,2024-12-04T20:10:00Z,Departure,4,SCT,738
AH,6244,ALG,IAM,2024-12-03,2024-12-03T20:30:00Z,Departure,1,DEL,AT7
SV,343,ALG,JED,2024-12-03,2024-12-03T23:40:00Z,Departure,1,SCT,777
AH,6148,TIN,ALG,2024-12-04,2024-12-04T04:34:00Z,Arrival,1,ONB,736
LH,1319,ALG,FRA,2024-12-04,2024-12-04T03:05:00Z,Departure,4,SCT,320
VY,7397,ALG,ALC,2024-12-03,2024-12-03T19:05:00Z,Departure,4,GCL,320
AF,1654,CDG,ALG,2024-12-03,2024-12-03T17:56:00Z,Arrival,4,SCT,223
AH,6026,ALG,CZL,2024-12-04,2024-12-04T19:30:00Z,Departure,1,SCT,738
AF,1654,CDG,ALG,2024-12-03,2024-12-03T18:00:00Z,Arrival,4,ONB,223
TU,339,ALG,TUN,2024-12-04,2024-12-04T10:30:00Z,Departure,4,DX,320
AH,1172,ALG,MLH,2024-12-04,2024-12-04T11:30:00Z,Departure,4,SCT,738
AH,5010,ALG,DSS,2024-12-03,2024-12-03T20:30:00Z,Departure,4,BST,738
AH,1074,ALG,LIL,2024-12-04,2024-12-04T08:00:00Z,Departure,4,SCT,738
VY,7991,MRS,ALG,2024-12-04,2024-12-04T10:14:00Z,Arrival,4,ONB,320
SF,1501,HRM,ALG,2024-12-04,2024-12-04T09:30:00Z,Arrival,1,SCT,DH2
AH,6051,BJA,ALG,2024-12-04,2024-12-04T15:35:00Z,Arrival,1,SCT,738
AZ,800,FCO,ALG,2024-12-05,2024-12-05T17:00:00Z,Arrival,4,SCT,32N
SV,341,JED,ALG,2024-12-04,2024-12-04T13:30:00Z,Arrival,1,SCT,773
AH,6150,CBH,ALG,2024-12-04,2024-12-04T01:52:00Z,Arrival,1,ONB,736
VY,7396,ALC,ALG,2024-12-03,2024-12-03T17:56:00Z,Arrival,4,ONB,320
SF,1979,BJA,ALG,2024-12-04,2024-12-04T13:55:00Z,Arrival,1,DEL,DH4
AH,1023,MRS,ALG,2024-12-04,2024-12-04T12:10:00Z,Arrival,4,SCT,738
SF,1858,ALG,TMR,2024-12-03,2024-12-03T19:00:00Z,Departure,1,GCL,738
AH,1216,ALG,ETZ,2024-12-04,2024-12-04T10:00:00Z,Departure,4,SCT,320
SF,1501,HRM,ALG,2024-12-04,2024-12-04T09:15:00Z,Arrival,1,ONB,DH2
SF,1120,ALG,HME,2024-12-04,2024-12-04T09:30:00Z,Departure,1,OFB,738
V7,2439,ALG,BOD,2024-12-04,2024-12-04T10:10:00Z,Departure,4,SCT,320
SF,2382,ALG,CBH,2024-12-04,2024-12-04T19:00:00Z,Departure,1,SCT,DH4
AH,6238,GHA,ALG,2024-12-04,2024-12-04T04:15:00Z,Arrival,1,ONB,738
SF,3001,CDG,ALG,2024-12-05,2024-12-05T14:15:00Z,Arrival,4,SCT,738
XY,661,JED,ALG,2024-12-04,2024-12-04T16:25:00Z,Arrival,1,SCT,333
AH,1217,ETZ,ALG,2024-12-03,2024-12-03T16:23:00Z,Arrival,4,ONB,738
AH,1020,ALG,MRS,2024-12-04,2024-12-04T13:20:00Z,Departure,4,SCT,738
AH,6181,ORN,ALG,2024-12-04,2024-12-04T10:06:00Z,Arrival,1,LAN,AT7
AH,6161,TMX,ALG,2024-12-04,2024-12-04T02:30:00Z,Arrival,1,SCT,736
SF,1979,BJA,ALG,2024-12-04,2024-12-04T13:10:00Z,Arrival,1,SCT,DH4
AH,1173,MLH,ALG,2024-12-04,2024-12-04T16:50:00Z,Arrival,4,SCT,738
AH,6007,AAE,ALG,2024-12-04,2024-12-04T07:00:00Z,Arrival,1,LAN,AT7
BA,2817,ALG,LGW,2024-12-04,2024-12-04T13:55:00Z,Departure,4,OFB,320
AH,4001,TUN,ALG,2024-12-04,2024-12-04T10:50:00Z,Arrival,4,SCT,737
EK,0758,ALG,DXB,2024-12-04,2024-12-04T15:40:00Z,Departure,4,SCT,773
AH,6051,BJA,ALG,2024-12-04,2024-12-04T15:35:00Z,Arrival,1,SCT,738
AH,6292,TMR,ALG,2024-12-04,2024-12-04T06:55:00Z,Arrival,1,SCT,736
LH,1317,ALG,FRA,2024-12-04,2024-12-04T13:40:00Z,Departure,4,SCT,320
AH,2070,ALG,FRA,2024-12-04,2024-12-04T10:15:00Z,Departure,4,GCL,736
AH,1217,ETZ,ALG,2024-12-04,2024-12-04T15:30:00Z,Arrival,4,SCT,320
AH,6037,BLJ,ALG,2024-12-04,2024-12-04T22:45:00Z,Arrival,1,SCT,AT7
AH,6160,ALG,TMX,2024-12-03,2024-12-03T23:10:00Z,Departure,1,SCT,736
AH,3018,ALG,IST,2024-12-03,2024-12-03T22:10:00Z,Departure,4,BST,332
AH,1191,BOD,ALG,2024-12-03,2024-12-03T19:19:00Z,Arrival,4,ONB,738
AH,1215,CDG,ALG,2024-12-03,2024-12-03T19:00:00Z,Arrival,4,ONB,738
SV,343,JED,ALG,2024-12-03,2024-12-03T21:40:00Z,Arrival,1,SCT,777
TK,656,ALG,IST,2024-12-03,2024-12-03T23:55:00Z,Departure,4,SCT,737
SF,1979,BJA,ALG,2024-12-04,2024-12-04T13:10:00Z,Arrival,1,SCT,DH4
TO,7260,ORY,ALG,2024-12-04,2024-12-04T09:35:00Z,Arrival,4,ONB,738
AH,6253,ELU,ALG,2024-12-04,2024-12-04T15:40:00Z,Arrival,1,SCT,736
TK,654,ALG,IST,2024-12-04,2024-12-04T17:35:00Z,Departure,4,SCT,78D
AH,4001,TUN,ALG,2024-12-04,2024-12-04T10:50:00Z,Arrival,4,SCT,737
AH,1009,ORY,ALG,2024-12-04,2024-12-04T09:46:00Z,Arrival,4,ONB,738
AF,1355,ALG,CDG,2024-12-04,2024-12-04T06:05:00Z,Departure,4,OFB,320
AH,6042,ALG,BSK,2024-12-04,2024-12-04T16:30:00Z,Departure,1,SCT,736
AH,2028,ALG,VIE,2024-12-04,2024-12-04T12:30:00Z,Departure,4,SCT,737
SF,1874,ALG,ORN,2024-12-04,2024-12-04T08:30:00Z,Departure,1,SCT,738
AH,6050,ALG,BJA,2024-12-03,2024-12-03T19:00:00Z,Departure,1,GCL,738
AH,1005,ORY,ALG,2024-12-03,2024-12-03T18:32:00Z,Arrival,4,ONB,332
5O,271,CDG,ALG,2024-12-04,2024-12-04T16:25:00Z,Arrival,4,SCT,73H
AF,1554,CDG,ALG,2024-12-05,2024-12-05T10:25:00Z,Arrival,4,SCT,320
VY,7990,ALG,MRS,2024-12-04,2024-12-04T11:20:00Z,Departure,4,SCT,320
VY,7991,MRS,ALG,2024-12-04,2024-12-04T10:20:00Z,Arrival,4,SCT,32N
AH,4000,ALG,TUN,2024-12-04,2024-12-04T07:10:00Z,Departure,4,SCT,736
AH,1010,ALG,ORY,2024-12-04,2024-12-04T09:10:00Z,Departure,4,SCT,738
AH,6136,ALG,CBH,2024-12-04,2024-12-04T22:15:00Z,Departure,1,SCT,AT7
AF,1355,ALG,CDG,2024-12-04,2024-12-04T06:05:00Z,Departure,4,GCL,320
AH,6032,ALG,TEE,2024-12-04,2024-12-04T15:25:00Z,Departure,1,SCT,AT7
AH,6106,ALG,ORN,2024-12-03,2024-12-03T20:00:00Z,Departure,1,SCT,738
AH,1012,ALG,CDG,2024-12-04,2024-12-04T16:40:00Z,Departure,4,SCT,73H
AH,1009,ORY,ALG,2024-12-04,2024-12-04T09:46:00Z,Arrival,4,LAN,738
5O,534,ALG,MLH,2024-12-05,2024-12-05T18:55:00Z,Departure,4,SCT,73H
AH,6197,CZL,ALG,2024-12-04,2024-12-04T14:40:00Z,Arrival,1,SCT,AT7
AH,2015,BCN,ALG,2024-12-03,2024-12-03T19:50:00Z,Arrival,4,ONB,737
AH,3014,ALG,IST,2024-12-05,2024-12-05T19:05:00Z,Departure,4,SCT,73H
MS,846,ALG,CAI,2024-12-04,2024-12-04T13:45:00Z,Departure,4,SCT,737
AH,2014,ALG,BCN,2024-12-04,2024-12-04T16:45:00Z,Departure,4,SCT,73H
AH,5324,ALG,NIM,2024-12-04,2024-12-04T20:35:00Z,Departure,4,SCT,736
TO,7301,ALG,NTE,2024-12-03,2024-12-03T19:35:00Z,Departure,4,GCL,737
SF,1121,HME,ALG,2024-12-04,2024-12-04T18:05:00Z,Arrival,1,SCT,738
LH,1317,ALG,FRA,2024-12-04,2024-12-04T13:40:00Z,Departure,4,SCT,321
AH,6292,ALG,DJG,2024-12-04,2024-12-04T22:30:00Z,Departure,1,SCT,737
SV,340,ALG,JED,2024-12-04,2024-12-04T15:30:00Z,Departure,1,SCT,777
AH,1022,ALG,MRS,2024-12-04,2024-12-04T08:00:00Z,Departure,4,BST,738
EK,0757,DXB,ALG,2024-12-04,2024-12-04T12:40:00Z,Arrival,4,SCT,77W
AH,5324,ALG,NIM,2024-12-04,2024-12-04T20:35:00Z,Departure,4,SCT,736
AH,6006,ALG,AAE,2024-12-03,2024-12-03T19:40:00Z,Departure,1,SCT,AT7
AH,6070,ALG,LOO,2024-12-04,2024-12-04T11:10:00Z,Departure,1,SCT,AT7
AH,6225,HME,ALG,2024-12-04,2024-12-04T23:30:00Z,Arrival,1,SCT,AT7
AH,6107,ORN,ALG,2024-12-04,2024-12-04T06:47:00Z,Arrival,1,ONB,738
AH,6238,GHA,ALG,2024-12-04,2024-12-04T04:15:00Z,Arrival,1,ONB,738
AZ,801,ALG,FCO,2024-12-04,2024-12-04T17:50:00Z,Departure,4,SCT,32N
AH,2063,BRU,ALG,2024-12-04,2024-12-04T16:35:00Z,Arrival,4,SCT,738
AH,1216,ALG,ETZ,2024-12-04,2024-12-04T10:00:00Z,Departure,4,SCT,320
AH,6026,ALG,CZL,2024-12-03,2024-12-03T19:00:00Z,Departure,1,SCT,738
SF,3001,CDG,ALG,2024-12-04,2024-12-04T14:15:00Z,Arrival,4,SCT,738
AH,5349,DLA,ALG,2024-12-04,2024-12-04T06:43:00Z,Arrival,4,ONB,738
AH,2700,ALG,YUL,2024-12-04,2024-12-04T10:10:00Z,Departure,4,BST,332
AH,6220,ALG,OGX,2024-12-04,2024-12-04T22:40:00Z,Departure,1,SCT,AT7
AH,6107,ORN,ALG,2024-12-04,2024-12-04T06:47:00Z,Arrival,1,ONB,738
TU,339,ALG,TUN,2024-12-04,2024-12-04T10:30:00Z,Departure,4,DX,320
AH,1215,CDG,ALG,2024-12-03,2024-12-03T19:00:00Z,Arrival,4,SCT,738
SF,1120,ALG,HME,2024-12-04,2024-12-04T09:30:00Z,Departure,1,SCT,738
IB,930,ALG,MAD,2024-12-04,2024-12-04T19:05:00Z,Departure,4,SCT,320
AH,1037,LYS,ALG,2024-12-03,2024-12-03T21:12:00Z,Arrival,4,ONB,738
TK,652,ALG,IST,2024-12-04,2024-12-04T11:55:00Z,Departure,4,OFB,738
LH,1316,FRA,ALG,2024-12-04,2024-12-04T12:24:00Z,Arrival,4,SCT,320
AF,1355,ALG,CDG,2024-12-04,2024-12-04T06:05:00Z,Departure,4,SCT,320
AH,6059,GJL,ALG,2024-12-03,2024-12-03T18:50:00Z,Arrival,1,SCT,AT7
BA,2817,ALG,LGW,2024-12-04,2024-12-04T13:55:00Z,Departure,4,SCT,320
AH,1075,LIL,ALG,2024-12-03,2024-12-03T18:11:00Z,Arrival,4,ONB,320
TK,656,ALG,IST,2024-12-03,2024-12-03T23:55:00Z,Departure,4,SCT,737
AH,6236,ALG,GHA,2024-12-03,2024-12-03T21:30:00Z,Departure,1,SCT,738
AH,6222,ALG,HME,2024-12-04,2024-12-04T19:05:00Z,Departure,1,SCT,AT7
AH,5010,ALG,DSS,2024-12-04,2024-12-04T20:10:00Z,Departure,4,SCT,738
AH,1003,CDG,ALG,2024-12-04,2024-12-04T13:30:00Z,Arrival,4,SCT,738
LH,1319,ALG,FRA,2024-12-04,2024-12-04T03:05:00Z,Departure,4,SCT,319
SF,1919,HME,ALG,2024-12-04,2024-12-04T09:15:00Z,Arrival,1,SCT,738
TK,651,IST,ALG,2024-12-04,2024-12-04T10:30:00Z,Arrival,4,SCT,738
LH,1319,ALG,FRA,2024-12-04,2024-12-04T03:05:00Z,Departure,4,SCT,319
SV,343,ALG,JED,2024-12-03,2024-12-03T23:40:00Z,Departure,1,SCT,777
SF,2320,ALG,AZR,2024-12-04,2024-12-04T14:00:00Z,Departure,1,SCT,DH4
AH,1231,CDG,ALG,2024-12-04,2024-12-04T10:03:00Z,Arrival,4,LAN,738
AH,6506,ALG,AAE,2024-12-04,2024-12-04T05:45:00Z,Departure,1,SCT,73H
AH,6106,ALG,ORN,2024-12-03,2024-12-03T20:45:00Z,Departure,1,BST,738
AH,6234,ALG,TMR,2024-12-04,2024-12-04T22:00:00Z,Departure,1,SCT,738
AH,6254,ALG,ELU,2024-12-04,2024-12-04T08:05:00Z,Departure,1,SCT,736
MS,890,CAI,ALG,2024-12-04,2024-12-04T23:50:00Z,Arrival,4,SCT,32N
AH,4064,ALG,AMM,2024-12-04,2024-12-04T15:25:00Z,Departure,4,SCT,738
AF,1355,ALG,CDG,2024-12-04,2024-12-04T06:05:00Z,Departure,4,SCT,320
SF,1918,ALG,HME,2024-12-04,2024-12-04T10:15:00Z,Departure,1,OFB,738
AH,6157,TMX,ALG,2024-12-04,2024-12-04T12:15:00Z,Arrival,1,SCT,AT7
AH,4000,ALG,TUN,2024-12-04,2024-12-04T07:10:00Z,Departure,4,SCT,737
AH,1216,ALG,ETZ,2024-12-04,2024-12-04T10:00:00Z,Departure,4,SCT,320
AH,6161,TMX,ALG,2024-12-04,2024-12-04T03:00:00Z,Arrival,1,SCT,736
BA,2817,ALG,LGW,2024-12-04,2024-12-04T13:55:00Z,Departure,4,SCT,320
5O,271,CDG,ALG,2024-12-04,2024-12-04T16:25:00Z,Arrival,4,SCT,73H
BA,2817,ALG,LGW,2024-12-04,2024-12-04T13:55:00Z,Departure,4,SCT,320
AH,4003,TUN,ALG,2024-12-03,2024-12-03T19:57:00Z,Arrival,4,SCT,736
EK,0757,DXB,ALG,2024-12-04,2024-12-04T12:25:00Z,Arrival,4,SCT,773
AH,3017,IST,ALG,2024-12-04,2024-12-04T17:55:00Z,Arrival,4,SCT,738
AH,4001,TUN,ALG,2024-12-04,2024-12-04T10:31:00Z,Arrival,4,ONB,737
TO,7300,NTE,ALG,2024-12-03,2024-12-03T18:15:00Z,Arrival,4,ONB,737
AH,6236,TMR,ALG,2024-12-04,2024-12-04T04:25:00Z,Arrival,1,ONB,737
AH,6059,GJL,ALG,2024-12-03,2024-12-03T18:43:00Z,Arrival,1,ONB,AT7
AH,6059,GJL,ALG,2024-12-03,2024-12-03T18:43:00Z,Arrival,1,ONB,AT7
SF,1874,ALG,ORN,2024-12-04,2024-12-04T08:30:00Z,Departure,1,SCT,738
AH,1009,ORY,ALG,2024-12-04,2024-12-04T09:50:00Z,Arrival,4,SCT,738
AH,6033,TEE,ALG,2024-12-04,2024-12-04T19:05:00Z,Arrival,1,SCT,AT7
SF,1810,ALG,ORN,2024-12-05,2024-12-05T15:45:00Z,Departure,1,SCT,738
AH,5641,COO,ALG,2024-12-03,2024-12-03T19:30:00Z,Arrival,0,SCT,738
AH,1013,CDG,ALG,2024-12-03,2024-12-03T22:50:00Z,Arrival,4,SCT,738
AZ,800,FCO,ALG,2024-12-04,2024-12-04T17:00:00Z,Arrival,4,SCT,32N
VY,7396,ALC,ALG,2024-12-03,2024-12-03T17:56:00Z,Arrival,4,ONB,320
AH,1214,ALG,CDG,2024-12-04,2024-12-04T13:15:00Z,Departure,4,SCT,736
AF,1554,CDG,ALG,2024-12-04,2024-12-04T10:17:00Z,Arrival,4,ONB,320
BA,2816,LGW,ALG,2024-12-04,2024-12-04T12:26:00Z,Arrival,4,LAN,320
AH,2014,ALG,BCN,2024-12-04,2024-12-04T16:45:00Z,Departure,4,SCT,738
AH,6181,ORN,ALG,2024-12-04,2024-12-04T10:06:00Z,Arrival,1,ONB,AT7
AH,1011,ORY,ALG,2024-12-04,2024-12-04T15:10:00Z,Arrival,4,SCT,738
BA,2817,ALG,LGW,2024-12-04,2024-12-04T13:55:00Z,Departure,4,SCT,320
AH,2063,BRU,ALG,2024-12-04,2024-12-04T16:35:00Z,Arrival,4,SCT,738
MS,846,ALG,CAI,2024-12-04,2024-12-04T13:45:00Z,Departure,4,SCT,737
SF,1859,TMR,ALG,2024-12-04,2024-12-04T00:41:00Z,Arrival,1,ONB,738
AH,1037,LYS,ALG,2024-12-03,2024-12-03T21:15:00Z,Arrival,4,DEL,738
AH,1214,ALG,CDG,2024-12-04,2024-12-04T13:15:00Z,Departure,4,OFB,736
TO,7268,ORY,ALG,2024-12-05,2024-12-05T17:30:00Z,Arrival,4,SCT,73H
TO,7315,ALG,SXB,2024-12-04,2024-12-04T10:40:00Z,Departure,4,SCT,738
TK,656,ALG,IST,2024-12-03,2024-12-03T23:55:00Z,Departure,4,SCT,737
AF,1854,CDG,ALG,2024-12-04,2024-12-04T13:20:00Z,Arrival,4,SCT,320
AF,1355,ALG,CDG,2024-12-04,2024-12-04T06:05:00Z,Departure,4,SCT,320
QR,1379,DOH,ALG,2024-12-04,2024-12-04T13:45:00Z,Arrival,4,SCT,359
AH,4014,ALG,NKC,2024-12-04,2024-12-04T19:30:00Z,Departure,4,SCT,736
SF,1120,ALG,HME,2024-12-04,2024-12-04T09:30:00Z,Departure,1,SCT,738
AH,1172,ALG,MLH,2024-12-04,2024-12-04T11:30:00Z,Departure,4,GCL,738
AH,1008,ALG,ORY,2024-12-04,2024-12-04T18:35:00Z,Departure,4,SCT,738
AH,5349,DLA,ALG,2024-12-04,2024-12-04T06:30:00Z,Arrival,4,SCT,738
IB,930,ALG,MAD,2024-12-04,2024-12-04T19:05:00Z,Departure,4,SCT,320
AH,4064,ALG,AMM,2024-12-04,2024-12-04T15:25:00Z,Departure,4,SCT,738
AH,2015,BCN,ALG,2024-12-03,2024-12-03T19:50:00Z,Arrival,4,LAN,737
AH,5010,ALG,DSS,2024-12-04,2024-12-04T20:10:00Z,Departure,4,SCT,73H
AH,6191,CZL,ALG,2024-12-04,2024-12-04T10:10:00Z,Arrival,1,SCT,AT7
SF,2383,CBH,ALG,2024-12-04,2024-12-04T23:40:00Z,Arrival,1,SCT,DH4
AH,6176,ALG,AAE,2024-12-04,2024-12-04T11:30:00Z,Departure,1,SCT,AT7
AH,6227,HME,ALG,2024-12-04,2024-12-04T23:40:00Z,Arrival,1,DEL,AT7
SF,1858,ALG,TMR,2024-12-03,2024-12-03T19:00:00Z,Departure,1,GCL,738
TK,651,IST,ALG,2024-12-04,2024-12-04T10:30:00Z,Arrival,4,SCT,738
AH,4003,TUN,ALG,2024-12-04,2024-12-04T20:30:00Z,Arrival,4,SCT,738
AF,1155,ALG,CDG,2024-12-05,2024-12-05T03:20:00Z,Departure,4,SCT,319
QR,1380,ALG,DOH,2024-12-04,2024-12-04T15:45:00Z,Departure,4,SCT,359
AH,2026,ALG,MXP,2024-12-04,2024-12-04T10:15:00Z,Departure,4,SCT,738
AH,6162,ALG,TMX,2024-12-04,2024-12-04T19:50:00Z,Departure,1,SCT,738
AH,3017,IST,ALG,2024-12-04,2024-12-04T17:55:00Z,Arrival,4,SCT,738
AH,1216,ALG,ETZ,2024-12-04,2024-12-04T10:00:00Z,Departure,4,SCT,320
AH,6058,ALG,GJL,2024-12-04,2024-12-04T15:45:00Z,Departure,1,SCT,AT7
MS,890,CAI,ALG,2024-12-04,2024-12-04T23:50:00Z,Arrival,4,SCT,32N
AH,1217,ETZ,ALG,2024-12-04,2024-12-04T15:30:00Z,Arrival,4,SCT,320
AH,6161,TMX,ALG,2024-12-04,2024-12-04T02:07:00Z,Arrival,1,ONB,736
AH,6252,ALG,ELU,2024-12-04,2024-12-04T08:00:00Z,Departure,1,SCT,736
AH,6236,TMR,ALG,2024-12-04,2024-12-04T04:25:00Z,Arrival,1,ONB,737
AH,4017,BEY,ALG,2024-12-05,2024-12-05T17:20:00Z,Arrival,4,SCT,736
AH,6148,TIN,ALG,2024-12-04,2024-12-04T04:34:00Z,Arrival,1,ONB,736
AH,1005,ORY,ALG,2024-12-04,2024-12-04T18:05:00Z,Arrival,4,SCT,330
SF,1858,ALG,TMR,2024-12-03,2024-12-03T19:00:00Z,Departure,1,OFB,738
AH,6226,ALG,HME,2024-12-03,2024-12-03T19:55:00Z,Departure,1,SCT,AT7
AH,6051,BJA,ALG,2024-12-04,2024-12-04T15:35:00Z,Arrival,1,SCT,738
AH,1191,BOD,ALG,2024-12-03,2024-12-03T19:19:00Z,Arrival,4,ONB,738
AH,3016,ALG,IST,2024-12-04,2024-12-04T09:40:00Z,Departure,4,SCT,738
AH,1172,ALG,MLH,2024-12-04,2024-12-04T11:30:00Z,Departure,4,GCL,738
SV,343,JED,ALG,2024-12-03,2024-12-03T21:40:00Z,Arrival,1,SCT,777
AH,4002,ALG,TUN,2024-12-04,2024-12-04T16:50:00Z,Departure,4,SCT,738
AH,6148,ALG,CBH,2024-12-03,2024-12-03T22:00:00Z,Departure,1,OFB,736
AH,6292,TMR,ALG,2024-12-04,2024-12-04T06:55:00Z,Arrival,1,SCT,736
AH,6038,ALG,BLJ,2024-12-04,2024-12-04T09:00:00Z,Departure,1,GCL,738
AH,4063,DXB,ALG,2024-12-04,2024-12-04T14:10:00Z,Arrival,4,SCT,332
AH,3016,ALG,IST,2024-12-04,2024-12-04T09:40:00Z,Departure,4,OFB,738
AH,2015,BCN,ALG,2024-12-04,2024-12-04T20:25:00Z,Arrival,4,SCT,738
SF,1919,HME,ALG,2024-12-03,2024-12-03T15:37:00Z,Arrival,1,ONB,738
AH,1012,ALG,CDG,2024-12-04,2024-12-04T16:40:00Z,Departure,4,SCT,320
AH,6177,AAE,ALG,2024-12-03,2024-12-03T21:35:00Z,Arrival,1,SCT,AT7
AH,3014,ALG,IST,2024-12-04,2024-12-04T19:05:00Z,Departure,4,SCT,738
AH,6148,TIN,ALG,2024-12-04,2024-12-04T05:00:00Z,Arrival,1,SCT,736
AH,6170,ALG,AAE,2024-12-04,2024-12-04T07:00:00Z,Departure,1,BST,AT7
AH,1001,CDG,ALG,2024-12-04,2024-12-04T16:45:00Z,Arrival,4,SCT,738
AH,6236,TMR,ALG,2024-12-04,2024-12-04T04:25:00Z,Arrival,1,ONB,737
AH,6292,TMR,ALG,2024-12-04,2024-12-04T06:55:00Z,Arrival,1,SCT,736
SV,341,JED,ALG,2024-12-04,2024-12-04T13:30:00Z,Arrival,1,SCT,773
AH,6222,ALG,HME,2024-12-04,2024-12-04T19:05:00Z,Departure,1,SCT,AT7
AH,6196,ALG,CZL,2024-12-04,2024-12-04T11:20:00Z,Departure,1,SCT,AT7
SF,1908,ALG,HME,2024-12-04,2024-12-04T18:00:00Z,Departure,1,SCT,738
AH,3000,ALG,SVO,2024-12-03,2024-12-03T20:00:00Z,Departure,4,SCT,738
TK,655,IST,ALG,2024-12-04,2024-12-04T22:45:00Z,Arrival,4,SCT,32R
AH,6006,ALG,AAE,2024-12-03,2024-12-03T19:40:00Z,Departure,1,OFB,AT7
SF,1802,ALG,HME,2024-12-03,2024-12-03T18:15:00Z,Departure,1,OFB,738
LH,1317,ALG,FRA,2024-12-04,2024-12-04T13:40:00Z,Departure,4,SCT,321
AH,2028,ALG,VIE,2024-12-04,2024-12-04T12:30:00Z,Departure,4,OFB,737
AH,2700,ALG,YUL,2024-12-05,2024-12-05T10:10:00Z,Departure,4,SCT,332
AH,6196,ALG,CZL,2024-12-04,2024-12-04T11:20:00Z,Departure,1,OFB,AT7
AH,2026,ALG,MXP,2024-12-04,2024-12-04T10:35:00Z,Departure,4,BST,738
AH,6036,ALG,BLJ,2024-12-04,2024-12-04T19:25:00Z,Departure,1,SCT,AT7
AH,6506,ALG,AAE,2024-12-04,2024-12-04T05:45:00Z,Departure,1,SCT,738
AH,1045,TLS,ALG,2024-12-03,2024-12-03T20:01:00Z,Arrival,4,ONB,736
TU,339,ALG,TUN,2024-12-05,2024-12-05T19:50:00Z,Departure,4,SCT,320
AH,1020,ALG,MRS,2024-12-04,2024-12-04T13:20:00Z,Departure,4,SCT,738
EK,0758,ALG,DXB,2024-12-04,2024-12-04T15:40:00Z,Departure,4,SCT,773
LH,1319,ALG,FRA,2024-12-04,2024-12-04T03:05:00Z,Departure,4,SCT,319
EK,0757,DXB,ALG,2024-12-04,2024-12-04T12:40:00Z,Arrival,4,SCT,77W
SF,1874,ALG,ORN,2024-12-04,2024-12-04T08:30:00Z,Departure,1,OFB,738
AH,6226,ALG,HME,2024-12-03,2024-12-03T19:55:00Z,Departure,1,SCT,AT7
AH,1216,ALG,ETZ,2024-12-04,2024-12-04T10:00:00Z,Departure,4,OFB,320
VY,7991,MRS,ALG,2024-12-04,2024-12-04T10:14:00Z,Arrival,4,ONB,320
AH,6292,ALG,DJG,2024-12-03,2024-12-03T23:20:00Z,Departure,1,SCT,736
MS,845,CAI,ALG,2024-12-04,2024-12-04T13:16:00Z,Arrival,4,DEL,737
AH,2026,ALG,MXP,2024-12-04,2024-12-04T10:15:00Z,Departure,4,SCT,738
AH,3014,ALG,IST,2024-12-04,2024-12-04T19:05:00Z,Departure,4,SCT,738
AH,2700,ALG,YUL,2024-12-04,2024-12-04T11:00:00Z,Departure,4,OFB,332
AH,1217,ETZ,ALG,2024-12-04,2024-12-04T15:30:00Z,Arrival,4,SCT,320
AH,2028,ALG,VIE,2024-12-04,2024-12-04T12:30:00Z,Departure,4,SCT,737
V7,2439,ALG,BOD,2024-12-04,2024-12-04T10:10:00Z,Departure,4,BST,320
AH,6070,ALG,LOO,2024-12-04,2024-12-04T11:10:00Z,Departure,1,DX,AT7
SF,1703,HME,ALG,2024-12-03,2024-12-03T19:29:00Z,Arrival,1,ONB,DH4
AH,6107,ORN,ALG,2024-12-04,2024-12-04T06:47:00Z,Arrival,1,ONB,738
TK,651,IST,ALG,2024-12-05,2024-12-05T10:45:00Z,Arrival,4,SCT,32R
