airline,flightnumber,departureairport,arrivalairport,origindate,operationtime,departureorarrival,aircraftterminal,status,aircrafttype,hour,weekday,month,date
EK,0757,DXB,ALG,2024-12-04,2024-12-04 12:40:00+00:00,ARRIVAL,4,SCT,773,12,Wednesday,December,2024-12-04
AH,5011,DSS,ALG,2024-12-04,2024-12-04 06:25:00+00:00,ARRIVAL,4,SCT,738,6,Wednesday,December,2024-12-04
XY,661,JED,ALG,2024-12-04,2024-12-04 16:25:00+00:00,ARRIVAL,1,SCT,333,16,Wednesday,December,2024-12-04
AF,1355,ALG,CDG,2024-12-04,2024-12-04 06:05:00+00:00,DEPARTURE,4,SCT,320,6,Wednesday,December,2024-12-04
SF,1101,HME,ALG,2024-12-04,2024-12-04 15:25:00+00:00,ARRIVAL,1,SCT,738,15,Wednesday,December,2024-12-04
AH,2026,ALG,MXP,2024-12-04,2024-12-04 10:15:00+00:00,DEPARTURE,4,SCT,738,10,Wednesday,December,2024-12-04
AH,6238,ALG,TMR,2024-12-03,2024-12-03 22:00:00+00:00,DEPARTURE,1,BST,738,22,Tuesday,December,2024-12-03
AH,6289,TMR,ALG,2024-12-04,2024-12-04 11:25:00+00:00,ARRIVAL,1,LAN,736,11,Wednesday,December,2024-12-04
AH,6103,ORN,ALG,2024-12-04,2024-12-04 18:35:00+00:00,ARRIVAL,1,SCT,AT7,18,Wednesday,December,2024-12-04
SF,1685,GHA,ALG,2024-12-04,2024-12-04 20:25:00+00:00,ARRIVAL,1,SCT,DH2,20,Wednesday,December,2024-12-04
AH,6170,ALG,AAE,2024-12-04,2024-12-04 07:00:00+00:00,DEPARTURE,1,SCT,AT7,7,Wednesday,December,2024-12-04
AH,6195,CZL,ALG,2024-12-04,2024-12-04 21:25:00+00:00,ARRIVAL,1,SCT,AT7,21,Wednesday,December,2024-12-04
TK,654,ALG,IST,2024-12-04,2024-12-04 17:35:00+00:00,DEPARTURE,4,SCT,78D,17,Wednesday,December,2024-12-04
AH,6225,HME,ALG,2024-12-04,2024-12-04 23:30:00+00:00,ARRIVAL,1,SCT,AT7,23,Wednesday,December,2024-12-04
MS,845,CAI,ALG,2024-12-04,2024-12-04 12:45:00+00:00,ARRIVAL,4,SCT,321,12,Wednesday,December,2024-12-04
SF,1101,HME,ALG,2024-12-03,2024-12-03 16:38:00+00:00,ARRIVAL,1,ONB,738,16,Tuesday,December,2024-12-03
AH,5324,ALG,NIM,2024-12-04,2024-12-04 20:35:00+00:00,DEPARTURE,4,SCT,736,20,Wednesday,December,2024-12-04
VY,7991,MRS,ALG,2024-12-04,2024-12-04 10:14:00+00:00,ARRIVAL,4,ONB,320,10,Wednesday,December,2024-12-04
AH,1215,CDG,ALG,2024-12-04,2024-12-04 19:15:00+00:00,ARRIVAL,4,SCT,736,19,Wednesday,December,2024-12-04
AH,6071,LOO,ALG,2024-12-04,2024-12-04 14:15:00+00:00,ARRIVAL,1,SCT,AT7,14,Wednesday,December,2024-12-04
AH,6191,CZL,ALG,2024-12-04,2024-12-04 09:55:00+00:00,ARRIVAL,1,SCT,AT7,9,Wednesday,December,2024-12-04
SF,1874,ALG,ORN,2024-12-04,2024-12-04 08:30:00+00:00,DEPARTURE,1,BST,738,8,Wednesday,December,2024-12-04
AF,1855,ALG,CDG,2024-12-04,2024-12-04 14:40:00+00:00,DEPARTURE,4,SCT,320,14,Wednesday,December,2024-12-04
AH,3016,ALG,IST,2024-12-04,2024-12-04 09:40:00+00:00,DEPARTURE,4,SCT,738,9,Wednesday,December,2024-12-04
AH,4003,TUN,ALG,2024-12-03,2024-12-03 20:00:00+00:00,ARRIVAL,4,SCT,736,20,Tuesday,December,2024-12-03
AH,1004,ALG,ORY,2024-12-04,2024-12-04 12:00:00+00:00,DEPARTURE,4,SCT,330,12,Wednesday,December,2024-12-04
AH,6013,CZL,ALG,2024-12-03,2024-12-03 15:13:00+00:00,ARRIVAL,1,ONB,738,15,Tuesday,December,2024-12-03
AH,6190,ALG,CZL,2024-12-04,2024-12-04 07:00:00+00:00,DEPARTURE,1,SCT,AT7,7,Wednesday,December,2024-12-04
AH,4003,TUN,ALG,2024-12-04,2024-12-04 20:30:00+00:00,ARRIVAL,4,SCT,738,20,Wednesday,December,2024-12-04
SF,1803,HME,ALG,2024-12-04,2024-12-04 08:30:00+00:00,ARRIVAL,1,SCT,738,8,Wednesday,December,2024-12-04
BA,2817,ALG,LGW,2024-12-04,2024-12-04 13:55:00+00:00,DEPARTURE,4,SCT,320,13,Wednesday,December,2024-12-04
AH,1021,MRS,ALG,2024-12-03,2024-12-03 17:18:00+00:00,ARRIVAL,4,ONB,738,17,Tuesday,December,2024-12-03
AH,6181,ORN,ALG,2024-12-04,2024-12-04 10:20:00+00:00,ARRIVAL,1,SCT,AT7,10,Wednesday,December,2024-12-04
AF,1355,ALG,CDG,2024-12-04,2024-12-04 06:05:00+00:00,DEPARTURE,4,OFB,320,6,Wednesday,December,2024-12-04
AH,6196,ALG,CZL,2024-12-04,2024-12-04 11:20:00+00:00,DEPARTURE,1,BST,AT7,11,Wednesday,December,2024-12-04
TK,652,ALG,IST,2024-12-04,2024-12-04 11:40:00+00:00,DEPARTURE,4,SCT,738,11,Wednesday,December,2024-12-04
AH,6409,ELG,ALG,2024-12-03,2024-12-03 20:35:00+00:00,ARRIVAL,1,DEL,AT7,20,Tuesday,December,2024-12-03
AH,1231,CDG,ALG,2024-12-04,2024-12-04 10:03:00+00:00,ARRIVAL,4,ONB,738,10,Wednesday,December,2024-12-04
AH,6292,ALG,DJG,2024-12-03,2024-12-03 23:20:00+00:00,DEPARTURE,1,SCT,736,23,Tuesday,December,2024-12-03
QR,1380,ALG,DOH,2024-12-04,2024-12-04 15:45:00+00:00,DEPARTURE,4,SCT,359,15,Wednesday,December,2024-12-04
MS,846,ALG,CAI,2024-12-04,2024-12-04 13:45:00+00:00,DEPARTURE,4,SCT,737,13,Wednesday,December,2024-12-04
VY,7396,ALC,ALG,2024-12-03,2024-12-03 17:56:00+00:00,ARRIVAL,4,ONB,320,17,Tuesday,December,2024-12-03
AH,1216,ALG,ETZ,2024-12-04,2024-12-04 10:00:00+00:00,DEPARTURE,4,SCT,320,10,Wednesday,December,2024-12-04
AH,6409,ELG,ALG,2024-12-03,2024-12-03 20:35:00+00:00,ARRIVAL,1,DEL,AT7,20,Tuesday,December,2024-12-03
AH,1075,LIL,ALG,2024-12-03,2024-12-03 18:11:00+00:00,ARRIVAL,4,ONB,320,18,Tuesday,December,2024-12-03
AH,6042,ALG,BSK,2024-12-04,2024-12-04 16:40:00+00:00,DEPARTURE,1,SCT,736,16,Wednesday,December,2024-12-04
SF,1120,ALG,HME,2024-12-04,2024-12-04 09:30:00+00:00,DEPARTURE,1,SCT,738,9,Wednesday,December,2024-12-04
TO,7315,ALG,SXB,2024-12-04,2024-12-04 10:40:00+00:00,DEPARTURE,4,SCT,738,10,Wednesday,December,2024-12-04
AH,6171,AAE,ALG,2024-12-04,2024-12-04 10:00:00+00:00,ARRIVAL,1,ONB,AT7,10,Wednesday,December,2024-12-04
VY,7991,MRS,ALG,2024-12-04,2024-12-04 10:14:00+00:00,ARRIVAL,4,ONB,320,10,Wednesday,December,2024-12-04
LH,1316,FRA,ALG,2024-12-04,2024-12-04 12:30:00+00:00,ARRIVAL,4,ONB,320,12,Wednesday,December,2024-12-04
AH,3016,ALG,IST,2024-12-04,2024-12-04 09:40:00+00:00,DEPARTURE,4,SCT,738,9,Wednesday,December,2024-12-04
AH,3016,ALG,IST,2024-12-04,2024-12-04 09:40:00+00:00,DEPARTURE,4,SCT,738,9,Wednesday,December,2024-12-04
SF,2320,ALG,AZR,2024-12-04,2024-12-04 14:00:00+00:00,DEPARTURE,1,SCT,DH4,14,Wednesday,December,2024-12-04
AH,1214,ALG,CDG,2024-12-04,2024-12-04 13:15:00+00:00,DEPARTURE,4,OFB,736,13,Wednesday,December,2024-12-04
SF,1961,ORN,ALG,2024-12-04,2024-12-04 11:49:00+00:00,ARRIVAL,1,ONB,738,11,Wednesday,December,2024-12-04
AH,6244,ALG,IAM,2024-12-03,2024-12-03 19:10:00+00:00,DEPARTURE,1,DEL,AT7,19,Tuesday,December,2024-12-03
AH,4000,ALG,TUN,2024-12-04,2024-12-04 07:10:00+00:00,DEPARTURE,4,SCT,737,7,Wednesday,December,2024-12-04
SF,1874,ALG,ORN,2024-12-04,2024-12-04 08:30:00+00:00,DEPARTURE,1,SCT,738,8,Wednesday,December,2024-12-04
AH,6070,ALG,LOO,2024-12-04,2024-12-04 11:10:00+00:00,DEPARTURE,1,OFB,AT7,11,Wednesday,December,2024-12-04
TK,655,IST,ALG,2024-12-03,2024-12-03 22:15:00+00:00,ARRIVAL,4,SCT,737,22,Tuesday,December,2024-12-03
AH,6160,ALG,TMX,2024-12-03,2024-12-03 23:10:00+00:00,DEPARTURE,1,SCT,736,23,Tuesday,December,2024-12-03
AH,3014,ALG,IST,2024-12-04,2024-12-04 19:05:00+00:00,DEPARTURE,4,SCT,738,19,Wednesday,December,2024-12-04
AH,6148,TIN,ALG,2024-12-04,2024-12-04 04:34:00+00:00,ARRIVAL,1,ONB,736,4,Wednesday,December,2024-12-04
AH,1012,ALG,CDG,2024-12-05,2024-12-05 16:40:00+00:00,DEPARTURE,4,SCT,73H,16,Thursday,December,2024-12-05
AH,1230,ALG,CDG,2024-12-04,2024-12-04 18:45:00+00:00,DEPARTURE,4,SCT,738,18,Wednesday,December,2024-12-04
AH,6252,ALG,ELU,2024-12-04,2024-12-04 08:00:00+00:00,DEPARTURE,1,SCT,736,8,Wednesday,December,2024-12-04
AH,6292,ALG,DJG,2024-12-03,2024-12-03 23:20:00+00:00,DEPARTURE,1,SCT,736,23,Tuesday,December,2024-12-03
AH,1075,LIL,ALG,2024-12-04,2024-12-04 21:25:00+00:00,ARRIVAL,4,SCT,738,21,Wednesday,December,2024-12-04
AH,6297,AZR,ALG,2024-12-04,2024-12-04 17:40:00+00:00,ARRIVAL,1,SCT,AT7,17,Wednesday,December,2024-12-04
AH,5641,COO,ALG,2024-12-03,2024-12-03 19:30:00+00:00,ARRIVAL,0,SCT,738,19,Tuesday,December,2024-12-03
TK,655,IST,ALG,2024-12-03,2024-12-03 22:14:00+00:00,ARRIVAL,4,ONB,737,22,Tuesday,December,2024-12-03
SF,1854,ALG,TMR,2024-12-04,2024-12-04 08:00:00+00:00,DEPARTURE,1,BST,DH4,8,Wednesday,December,2024-12-04
SF,1101,HME,ALG,2024-12-04,2024-12-04 15:25:00+00:00,ARRIVAL,1,SCT,738,15,Wednesday,December,2024-12-04
AH,1045,TLS,ALG,2024-12-03,2024-12-03 20:01:00+00:00,ARRIVAL,4,ONB,736,20,Tuesday,December,2024-12-03
TK,655,IST,ALG,2024-12-03,2024-12-03 22:15:00+00:00,ARRIVAL,4,SCT,737,22,Tuesday,December,2024-12-03
AH,6200,ALG,GHA,2024-12-04,2024-12-04 18:30:00+00:00,DEPARTURE,1,SCT,AT7,18,Wednesday,December,2024-12-04
LH,1318,FRA,ALG,2024-12-03,2024-12-03 23:55:00+00:00,ARRIVAL,4,SCT,320,23,Tuesday,December,2024-12-03
AH,1012,ALG,CDG,2024-12-04,2024-12-04 16:40:00+00:00,DEPARTURE,4,SCT,320,16,Wednesday,December,2024-12-04
AH,1024,ALG,MRS,2024-12-03,2024-12-03 17:45:00+00:00,DEPARTURE,4,OFB,738,17,Tuesday,December,2024-12-03
AH,3016,ALG,IST,2024-12-04,2024-12-04 09:40:00+00:00,DEPARTURE,4,OFB,738,9,Wednesday,December,2024-12-04
AH,1023,MRS,ALG,2024-12-04,2024-12-04 12:10:00+00:00,ARRIVAL,4,SCT,738,12,Wednesday,December,2024-12-04
SF,1803,HME,ALG,2024-12-04,2024-12-04 08:05:00+00:00,ARRIVAL,1,ONB,738,8,Wednesday,December,2024-12-04
AH,5322,ALG,OUA,2024-12-04,2024-12-04 20:55:00+00:00,DEPARTURE,4,SCT,736,20,Wednesday,December,2024-12-04
AH,6162,ALG,TMX,2024-12-04,2024-12-04 19:50:00+00:00,DEPARTURE,1,SCT,738,19,Wednesday,December,2024-12-04
AH,6254,ALG,ELU,2024-12-04,2024-12-04 09:10:00+00:00,DEPARTURE,1,OFB,736,9,Wednesday,December,2024-12-04
AH,3001,SVO,ALG,2024-12-04,2024-12-04 07:44:00+00:00,ARRIVAL,4,LAN,738,7,Wednesday,December,2024-12-04
AH,6409,ELG,ALG,2024-12-03,2024-12-03 20:38:00+00:00,ARRIVAL,1,ONB,AT7,20,Tuesday,December,2024-12-03
AF,1554,CDG,ALG,2024-12-04,2024-12-04 10:17:00+00:00,ARRIVAL,4,ONB,320,10,Wednesday,December,2024-12-04
AH,6238,ALG,TMR,2024-12-03,2024-12-03 22:00:00+00:00,DEPARTURE,1,SCT,738,22,Tuesday,December,2024-12-03
AH,1075,LIL,ALG,2024-12-03,2024-12-03 18:11:00+00:00,ARRIVAL,4,ONB,320,18,Tuesday,December,2024-12-03
AH,1071,MPL,ALG,2024-12-03,2024-12-03 17:47:00+00:00,ARRIVAL,4,ONB,736,17,Tuesday,December,2024-12-03
AH,6156,ALG,TMX,2024-12-04,2024-12-04 07:00:00+00:00,DEPARTURE,1,SCT,AT7,7,Wednesday,December,2024-12-04
VY,7397,ALG,ALC,2024-12-03,2024-12-03 19:05:00+00:00,DEPARTURE,4,SCT,320,19,Tuesday,December,2024-12-03
BA,2816,LGW,ALG,2024-12-04,2024-12-04 12:26:00+00:00,ARRIVAL,4,ONB,320,12,Wednesday,December,2024-12-04
AH,5349,DLA,ALG,2024-12-04,2024-12-04 06:43:00+00:00,ARRIVAL,4,ONB,738,6,Wednesday,December,2024-12-04
AF,1854,CDG,ALG,2024-12-05,2024-12-05 13:20:00+00:00,ARRIVAL,4,SCT,319,13,Thursday,December,2024-12-05
AH,4036,ALG,CAI,2024-12-04,2024-12-04 20:30:00+00:00,DEPARTURE,4,SCT,320,20,Wednesday,December,2024-12-04
AH,1230,ALG,CDG,2024-12-04,2024-12-04 18:45:00+00:00,DEPARTURE,4,SCT,738,18,Wednesday,December,2024-12-04
AH,6182,ALG,ORN,2024-12-04,2024-12-04 12:30:00+00:00,DEPARTURE,1,SCT,AT7,12,Wednesday,December,2024-12-04
AH,1001,CDG,ALG,2024-12-04,2024-12-04 16:45:00+00:00,ARRIVAL,4,SCT,738,16,Wednesday,December,2024-12-04
AH,2028,ALG,VIE,2024-12-04,2024-12-04 12:30:00+00:00,DEPARTURE,4,BST,737,12,Wednesday,December,2024-12-04
AH,6292,ALG,DJG,2024-12-04,2024-12-04 22:30:00+00:00,DEPARTURE,1,SCT,737,22,Wednesday,December,2024-12-04
AH,6161,TMX,ALG,2024-12-04,2024-12-04 02:07:00+00:00,ARRIVAL,1,ONB,736,2,Wednesday,December,2024-12-04
AH,6297,AZR,ALG,2024-12-04,2024-12-04 17:40:00+00:00,ARRIVAL,1,SCT,AT7,17,Wednesday,December,2024-12-04
AH,2028,ALG,VIE,2024-12-04,2024-12-04 12:30:00+00:00,DEPARTURE,4,SCT,737,12,Wednesday,December,2024-12-04
AH,1230,ALG,CDG,2024-12-03,2024-12-03 19:00:00+00:00,DEPARTURE,4,GCL,738,19,Tuesday,December,2024-12-03
AH,2005,ALC,ALG,2024-12-04,2024-12-04 15:00:00+00:00,ARRIVAL,4,SCT,738,15,Wednesday,December,2024-12-04
AH,1009,ORY,ALG,2024-12-04,2024-12-04 09:46:00+00:00,ARRIVAL,4,ONB,738,9,Wednesday,December,2024-12-04
AH,6227,HME,ALG,2024-12-04,2024-12-04 11:30:00+00:00,ARRIVAL,1,DEL,AT7,11,Wednesday,December,2024-12-04
AH,6289,TMR,ALG,2024-12-04,2024-12-04 11:25:00+00:00,ARRIVAL,1,LAN,736,11,Wednesday,December,2024-12-04
AH,6043,BSK,ALG,2024-12-04,2024-12-04 19:10:00+00:00,ARRIVAL,1,SCT,736,19,Wednesday,December,2024-12-04
BA,2817,ALG,LGW,2024-12-04,2024-12-04 13:55:00+00:00,DEPARTURE,4,SCT,320,13,Wednesday,December,2024-12-04
AH,2029,VIE,ALG,2024-12-04,2024-12-04 18:50:00+00:00,ARRIVAL,4,SCT,737,18,Wednesday,December,2024-12-04
AH,6191,CZL,ALG,2024-12-04,2024-12-04 09:47:00+00:00,ARRIVAL,1,ONB,AT7,9,Wednesday,December,2024-12-04
SF,1908,ALG,HME,2024-12-04,2024-12-04 18:00:00+00:00,DEPARTURE,1,SCT,738,18,Wednesday,December,2024-12-04
AH,6252,ALG,ELU,2024-12-04,2024-12-04 08:00:00+00:00,DEPARTURE,1,SCT,736,8,Wednesday,December,2024-12-04
AH,6107,ORN,ALG,2024-12-04,2024-12-04 07:00:00+00:00,ARRIVAL,1,SCT,738,7,Wednesday,December,2024-12-04
SF,1969,CZL,ALG,2024-12-04,2024-12-04 15:25:00+00:00,ARRIVAL,1,SCT,738,15,Wednesday,December,2024-12-04
AH,6289,TMR,ALG,2024-12-04,2024-12-04 11:25:00+00:00,ARRIVAL,1,SCT,736,11,Wednesday,December,2024-12-04
SF,1851,CBH,ALG,2024-12-05,2024-12-05 18:10:00+00:00,ARRIVAL,1,SCT,738,18,Thursday,December,2024-12-05
AH,6252,ALG,ELU,2024-12-04,2024-12-04 08:00:00+00:00,DEPARTURE,1,SCT,736,8,Wednesday,December,2024-12-04
AH,6171,AAE,ALG,2024-12-04,2024-12-04 10:00:00+00:00,ARRIVAL,1,ONB,AT7,10,Wednesday,December,2024-12-04
AH,6197,CZL,ALG,2024-12-04,2024-12-04 14:55:00+00:00,ARRIVAL,1,SCT,AT7,14,Wednesday,December,2024-12-04
AH,1010,ALG,ORY,2024-12-04,2024-12-04 09:10:00+00:00,DEPARTURE,4,SCT,738,9,Wednesday,December,2024-12-04
SF,1969,CZL,ALG,2024-12-04,2024-12-04 15:25:00+00:00,ARRIVAL,1,SCT,738,15,Wednesday,December,2024-12-04
AH,1005,ORY,ALG,2024-12-04,2024-12-04 18:05:00+00:00,ARRIVAL,4,SCT,330,18,Wednesday,December,2024-12-04
XY,662,ALG,MED,2024-12-04,2024-12-04 17:35:00+00:00,DEPARTURE,1,SCT,333,17,Wednesday,December,2024-12-04
AH,6179,AAE,ALG,2024-12-04,2024-12-04 21:45:00+00:00,ARRIVAL,1,SCT,AT7,21,Wednesday,December,2024-12-04
TK,652,ALG,IST,2024-12-04,2024-12-04 11:55:00+00:00,DEPARTURE,4,OFB,738,11,Wednesday,December,2024-12-04
AH,1010,ALG,ORY,2024-12-04,2024-12-04 09:10:00+00:00,DEPARTURE,4,SCT,738,9,Wednesday,December,2024-12-04
AH,5318,ALG,ABJ,2024-12-04,2024-12-04 20:00:00+00:00,DEPARTURE,4,SCT,738,20,Wednesday,December,2024-12-04
SF,1684,ALG,GHA,2024-12-04,2024-12-04 12:00:00+00:00,DEPARTURE,1,OFB,DH2,12,Wednesday,December,2024-12-04
QR,1379,DOH,ALG,2024-12-04,2024-12-04 13:31:00+00:00,ARRIVAL,4,SCT,330,13,Wednesday,December,2024-12-04
VY,7990,ALG,MRS,2024-12-04,2024-12-04 11:20:00+00:00,DEPARTURE,4,SCT,320,11,Wednesday,December,2024-12-04
AH,6006,ALG,AAE,2024-12-04,2024-12-04 19:15:00+00:00,DEPARTURE,1,SCT,738,19,Wednesday,December,2024-12-04
AH,6039,BLJ,ALG,2024-12-03,2024-12-03 18:59:00+00:00,ARRIVAL,1,ONB,AT7,18,Tuesday,December,2024-12-03
TK,655,IST,ALG,2024-12-03,2024-12-03 22:14:00+00:00,ARRIVAL,4,LAN,737,22,Tuesday,December,2024-12-03
AH,1172,ALG,MLH,2024-12-04,2024-12-04 11:30:00+00:00,DEPARTURE,4,SCT,738,11,Wednesday,December,2024-12-04
AH,5010,ALG,DSS,2024-12-04,2024-12-04 20:10:00+00:00,DEPARTURE,4,SCT,738,20,Wednesday,December,2024-12-04
AH,6244,ALG,IAM,2024-12-03,2024-12-03 20:30:00+00:00,DEPARTURE,1,DEL,AT7,20,Tuesday,December,2024-12-03
SV,343,ALG,JED,2024-12-03,2024-12-03 23:40:00+00:00,DEPARTURE,1,SCT,777,23,Tuesday,December,2024-12-03
AH,6148,TIN,ALG,2024-12-04,2024-12-04 04:34:00+00:00,ARRIVAL,1,ONB,736,4,Wednesday,December,2024-12-04
LH,1319,ALG,FRA,2024-12-04,2024-12-04 03:05:00+00:00,DEPARTURE,4,SCT,320,3,Wednesday,December,2024-12-04
VY,7397,ALG,ALC,2024-12-03,2024-12-03 19:05:00+00:00,DEPARTURE,4,GCL,320,19,Tuesday,December,2024-12-03
AF,1654,CDG,ALG,2024-12-03,2024-12-03 17:56:00+00:00,ARRIVAL,4,SCT,223,17,Tuesday,December,2024-12-03
AH,6026,ALG,CZL,2024-12-04,2024-12-04 19:30:00+00:00,DEPARTURE,1,SCT,738,19,Wednesday,December,2024-12-04
AF,1654,CDG,ALG,2024-12-03,2024-12-03 18:00:00+00:00,ARRIVAL,4,ONB,223,18,Tuesday,December,2024-12-03
TU,339,ALG,TUN,2024-12-04,2024-12-04 10:30:00+00:00,DEPARTURE,4,DX,320,10,Wednesday,December,2024-12-04
AH,1172,ALG,MLH,2024-12-04,2024-12-04 11:30:00+00:00,DEPARTURE,4,SCT,738,11,Wednesday,December,2024-12-04
AH,5010,ALG,DSS,2024-12-03,2024-12-03 20:30:00+00:00,DEPARTURE,4,BST,738,20,Tuesday,December,2024-12-03
AH,1074,ALG,LIL,2024-12-04,2024-12-04 08:00:00+00:00,DEPARTURE,4,SCT,738,8,Wednesday,December,2024-12-04
VY,7991,MRS,ALG,2024-12-04,2024-12-04 10:14:00+00:00,ARRIVAL,4,ONB,320,10,Wednesday,December,2024-12-04
SF,1501,HRM,ALG,2024-12-04,2024-12-04 09:30:00+00:00,ARRIVAL,1,SCT,DH2,9,Wednesday,December,2024-12-04
AH,6051,BJA,ALG,2024-12-04,2024-12-04 15:35:00+00:00,ARRIVAL,1,SCT,738,15,Wednesday,December,2024-12-04
AZ,800,FCO,ALG,2024-12-05,2024-12-05 17:00:00+00:00,ARRIVAL,4,SCT,32N,17,Thursday,December,2024-12-05
SV,341,JED,ALG,2024-12-04,2024-12-04 13:30:00+00:00,ARRIVAL,1,SCT,773,13,Wednesday,December,2024-12-04
AH,6150,CBH,ALG,2024-12-04,2024-12-04 01:52:00+00:00,ARRIVAL,1,ONB,736,1,Wednesday,December,2024-12-04
VY,7396,ALC,ALG,2024-12-03,2024-12-03 17:56:00+00:00,ARRIVAL,4,ONB,320,17,Tuesday,December,2024-12-03
SF,1979,BJA,ALG,2024-12-04,2024-12-04 13:55:00+00:00,ARRIVAL,1,DEL,DH4,13,Wednesday,December,2024-12-04
AH,1023,MRS,ALG,2024-12-04,2024-12-04 12:10:00+00:00,ARRIVAL,4,SCT,738,12,Wednesday,December,2024-12-04
SF,1858,ALG,TMR,2024-12-03,2024-12-03 19:00:00+00:00,DEPARTURE,1,GCL,738,19,Tuesday,December,2024-12-03
AH,1216,ALG,ETZ,2024-12-04,2024-12-04 10:00:00+00:00,DEPARTURE,4,SCT,320,10,Wednesday,December,2024-12-04
SF,1501,HRM,ALG,2024-12-04,2024-12-04 09:15:00+00:00,ARRIVAL,1,ONB,DH2,9,Wednesday,December,2024-12-04
SF,1120,ALG,HME,2024-12-04,2024-12-04 09:30:00+00:00,DEPARTURE,1,OFB,738,9,Wednesday,December,2024-12-04
V7,2439,ALG,BOD,2024-12-04,2024-12-04 10:10:00+00:00,DEPARTURE,4,SCT,320,10,Wednesday,December,2024-12-04
SF,2382,ALG,CBH,2024-12-04,2024-12-04 19:00:00+00:00,DEPARTURE,1,SCT,DH4,19,Wednesday,December,2024-12-04
AH,6238,GHA,ALG,2024-12-04,2024-12-04 04:15:00+00:00,ARRIVAL,1,ONB,738,4,Wednesday,December,2024-12-04
SF,3001,CDG,ALG,2024-12-05,2024-12-05 14:15:00+00:00,ARRIVAL,4,SCT,738,14,Thursday,December,2024-12-05
XY,661,JED,ALG,2024-12-04,2024-12-04 16:25:00+00:00,ARRIVAL,1,SCT,333,16,Wednesday,December,2024-12-04
AH,1217,ETZ,ALG,2024-12-03,2024-12-03 16:23:00+00:00,ARRIVAL,4,ONB,738,16,Tuesday,December,2024-12-03
AH,1020,ALG,MRS,2024-12-04,2024-12-04 13:20:00+00:00,DEPARTURE,4,SCT,738,13,Wednesday,December,2024-12-04
AH,6181,ORN,ALG,2024-12-04,2024-12-04 10:06:00+00:00,ARRIVAL,1,LAN,AT7,10,Wednesday,December,2024-12-04
AH,6161,TMX,ALG,2024-12-04,2024-12-04 02:30:00+00:00,ARRIVAL,1,SCT,736,2,Wednesday,December,2024-12-04
SF,1979,BJA,ALG,2024-12-04,2024-12-04 13:10:00+00:00,ARRIVAL,1,SCT,DH4,13,Wednesday,December,2024-12-04
AH,1173,MLH,ALG,2024-12-04,2024-12-04 16:50:00+00:00,ARRIVAL,4,SCT,738,16,Wednesday,December,2024-12-04
AH,6007,AAE,ALG,2024-12-04,2024-12-04 07:00:00+00:00,ARRIVAL,1,LAN,AT7,7,Wednesday,December,2024-12-04
BA,2817,ALG,LGW,2024-12-04,2024-12-04 13:55:00+00:00,DEPARTURE,4,OFB,320,13,Wednesday,December,2024-12-04
AH,4001,TUN,ALG,2024-12-04,2024-12-04 10:50:00+00:00,ARRIVAL,4,SCT,737,10,Wednesday,December,2024-12-04
EK,0758,ALG,DXB,2024-12-04,2024-12-04 15:40:00+00:00,DEPARTURE,4,SCT,773,15,Wednesday,December,2024-12-04
AH,6051,BJA,ALG,2024-12-04,2024-12-04 15:35:00+00:00,ARRIVAL,1,SCT,738,15,Wednesday,December,2024-12-04
AH,6292,TMR,ALG,2024-12-04,2024-12-04 06:55:00+00:00,ARRIVAL,1,SCT,736,6,Wednesday,December,2024-12-04
LH,1317,ALG,FRA,2024-12-04,2024-12-04 13:40:00+00:00,DEPARTURE,4,SCT,320,13,Wednesday,December,2024-12-04
AH,2070,ALG,FRA,2024-12-04,2024-12-04 10:15:00+00:00,DEPARTURE,4,GCL,736,10,Wednesday,December,2024-12-04
AH,1217,ETZ,ALG,2024-12-04,2024-12-04 15:30:00+00:00,ARRIVAL,4,SCT,320,15,Wednesday,December,2024-12-04
AH,6037,BLJ,ALG,2024-12-04,2024-12-04 22:45:00+00:00,ARRIVAL,1,SCT,AT7,22,Wednesday,December,2024-12-04
AH,6160,ALG,TMX,2024-12-03,2024-12-03 23:10:00+00:00,DEPARTURE,1,SCT,736,23,Tuesday,December,2024-12-03
AH,3018,ALG,IST,2024-12-03,2024-12-03 22:10:00+00:00,DEPARTURE,4,BST,332,22,Tuesday,December,2024-12-03
AH,1191,BOD,ALG,2024-12-03,2024-12-03 19:19:00+00:00,ARRIVAL,4,ONB,738,19,Tuesday,December,2024-12-03
AH,1215,CDG,ALG,2024-12-03,2024-12-03 19:00:00+00:00,ARRIVAL,4,ONB,738,19,Tuesday,December,2024-12-03
SV,343,JED,ALG,2024-12-03,2024-12-03 21:40:00+00:00,ARRIVAL,1,SCT,777,21,Tuesday,December,2024-12-03
TK,656,ALG,IST,2024-12-03,2024-12-03 23:55:00+00:00,DEPARTURE,4,SCT,737,23,Tuesday,December,2024-12-03
SF,1979,BJA,ALG,2024-12-04,2024-12-04 13:10:00+00:00,ARRIVAL,1,SCT,DH4,13,Wednesday,December,2024-12-04
TO,7260,ORY,ALG,2024-12-04,2024-12-04 09:35:00+00:00,ARRIVAL,4,ONB,738,9,Wednesday,December,2024-12-04
AH,6253,ELU,ALG,2024-12-04,2024-12-04 15:40:00+00:00,ARRIVAL,1,SCT,736,15,Wednesday,December,2024-12-04
